Model Name,Batch Size,Learning Rate,Phase,Epoch,Loss,Accuracy,Patience Count
SwinV2Model,16,0.0001,Validation,22,1.737160516,0.366834164,0
SwinV2Model,16,0.0001,Train,23,1.696991082,0.374463528,0
SwinV2Model,16,0.0001,Validation,23,1.737156726,0.366834164,0
SwinV2Model,16,0.0001,Train,24,1.704309987,0.35407725,0
SwinV2Model,16,0.0001,Validation,24,1.737155225,0.366834164,0
SwinV2Model,16,0.0001,Train,25,1.712528658,0.348712444,0
SwinV2Model,16,0.0001,Validation,25,1.737151637,0.366834164,0
SwinV2Model,16,0.0001,Train,26,1.68856079,0.384120166,0
SwinV2Model,16,0.0001,Validation,26,1.737151569,0.366834164,0
SwinV2Model,16,0.0001,Train,27,1.70940803,0.363733917,0
SwinV2Model,16,0.0001,Validation,27,1.737151454,0.366834164,0
SwinV2Model,16,0.0001,Train,28,1.695871425,0.377682388,0
SwinV2Model,16,0.0001,Validation,28,1.737151279,0.366834164,0
SwinV2Model,16,0.0001,Train,29,1.700920659,0.371244639,0
SwinV2Model,16,0.0001,Validation,29,1.737151087,0.366834164,0
SwinV2Model,16,0.0001,Train,30,1.706401699,0.35407725,0
SwinV2Model,16,0.0001,Validation,30,1.737150997,0.366834164,0
SwinV2Model,32,0.0001,Train,1,1.96996569,0.149141625,0
SwinV2Model,32,0.0001,Validation,1,1.925182236,0.180904523,0
SwinV2Model,32,0.0001,Train,2,1.922102401,0.18562232,0
SwinV2Model,32,0.0001,Validation,2,1.887385997,0.226130649,0
SwinV2Model,32,0.0001,Train,3,1.889970499,0.198497847,0
SwinV2Model,32,0.0001,Validation,3,1.860769445,0.246231154,0
SwinV2Model,32,0.0001,Train,4,1.847819948,0.251072973,0
SwinV2Model,32,0.0001,Validation,4,1.83214845,0.301507533,0
SwinV2Model,32,0.0001,Train,5,1.809944052,0.287553638,0
SwinV2Model,32,0.0001,Validation,5,1.811402418,0.306532651,0
SwinV2Model,32,0.0001,Train,6,1.797515457,0.307939917,0
SwinV2Model,32,0.0001,Validation,6,1.809111218,0.301507533,0
SwinV2Model,32,0.0001,Train,7,1.792482176,0.306866944,0
SwinV2Model,32,0.0001,Validation,7,1.806687974,0.3115578,0
SwinV2Model,32,0.0001,Train,8,1.795672499,0.302575111,0
SwinV2Model,32,0.0001,Validation,8,1.804518864,0.296482414,0
SwinV2Model,32,0.0001,Train,9,1.786335397,0.320815444,0
SwinV2Model,32,0.0001,Validation,9,1.802418904,0.301507533,0
SwinV2Model,32,0.0001,Train,10,1.775824415,0.302575111,0
SwinV2Model,32,0.0001,Validation,10,1.799121001,0.301507533,0
SwinV2Model,32,0.0001,Train,11,1.781540008,0.305794001,0
SwinV2Model,32,0.0001,Validation,11,1.798832149,0.301507533,0
SwinV2Model,32,0.0001,Train,12,1.780655857,0.328326166,0
SwinV2Model,32,0.0001,Validation,12,1.798663684,0.306532651,0
SwinV2Model,32,0.0001,Train,13,1.780579543,0.318669528,0
SwinV2Model,32,0.0001,Validation,13,1.798398335,0.306532651,0
SwinV2Model,32,0.0001,Train,14,1.777017218,0.327253222,0
SwinV2Model,32,0.0001,Validation,14,1.79805618,0.306532651,0
SwinV2Model,32,0.0001,Train,15,1.785637269,0.333691001,0
SwinV2Model,32,0.0001,Validation,15,1.797739723,0.301507533,0
SwinV2Model,32,0.0001,Train,16,1.783440582,0.310085833,0
SwinV2Model,32,0.0001,Validation,16,1.797701105,0.301507533,0
SwinV2Model,32,0.0001,Train,17,1.770214678,0.335836917,0
SwinV2Model,32,0.0001,Validation,17,1.797661563,0.301507533,0
SwinV2Model,32,0.0001,Train,18,1.784910119,0.304721028,0
SwinV2Model,32,0.0001,Validation,18,1.797629435,0.301507533,0
SwinV2Model,32,0.0001,Train,19,1.77558052,0.317596555,0
SwinV2Model,32,0.0001,Validation,19,1.797606399,0.301507533,0
SwinV2Model,32,0.0001,Train,20,1.785849114,0.312231749,0
SwinV2Model,32,0.0001,Validation,20,1.797585713,0.301507533,0
SwinV2Model,32,0.0001,Train,21,1.777597649,0.333691001,0
SwinV2Model,32,0.0001,Validation,21,1.797583617,0.301507533,0
SwinV2Model,32,0.0001,Train,22,1.785553766,0.317596555,0
SwinV2Model,32,0.0001,Validation,22,1.797581003,0.301507533,0
SwinV2Model,32,0.0001,Train,23,1.790631344,0.318669528,0
SwinV2Model,32,0.0001,Validation,23,1.797578065,0.301507533,0
SwinV2Model,32,0.0001,Train,24,1.788194146,0.306866944,0
SwinV2Model,32,0.0001,Validation,24,1.797575645,0.301507533,0
SwinV2Model,32,0.0001,Train,25,1.774600625,0.316523612,0
SwinV2Model,32,0.0001,Validation,25,1.79757348,0.301507533,0
SwinV2Model,32,0.0001,Train,26,1.778844449,0.319742501,0
SwinV2Model,32,0.0001,Validation,26,1.797573275,0.301507533,0
SwinV2Model,32,0.0001,Train,27,1.780831939,0.313304722,0
SwinV2Model,32,0.0001,Validation,27,1.797573294,0.301507533,1
SwinV2Model,32,0.0001,Train,28,1.774126036,0.326180249,1
SwinV2Model,32,0.0001,Validation,28,1.797573109,0.301507533,0
SwinV2Model,32,0.0001,Train,29,1.778641126,0.310085833,0
SwinV2Model,32,0.0001,Validation,29,1.797573014,0.301507533,0
SwinV2Model,32,0.0001,Train,30,1.783971339,0.300429195,0
SwinV2Model,32,0.0001,Validation,30,1.797572837,0.301507533,0
SwinV2Model,64,0.0001,Train,1,1.974437033,0.153433472,0
SwinV2Model,64,0.0001,Validation,1,1.964150253,0.105527639,0
SwinV2Model,64,0.0001,Train,2,1.911389005,0.188841194,0
SwinV2Model,64,0.0001,Validation,2,1.906759194,0.160804018,0
SwinV2Model,64,0.0001,Train,3,1.880363023,0.230686694,0
SwinV2Model,64,0.0001,Validation,3,1.87724837,0.24120602,0
SwinV2Model,64,0.0001,Train,4,1.863198845,0.247854084,0
SwinV2Model,64,0.0001,Validation,4,1.852323246,0.27638191,0
SwinV2Model,64,0.0001,Train,5,1.830120555,0.267167389,0
SwinV2Model,64,0.0001,Validation,5,1.834887605,0.321608037,0
SwinV2Model,64,0.0001,Train,6,1.811174246,0.317596555,0
SwinV2Model,64,0.0001,Validation,6,1.832982874,0.3115578,0
SwinV2Model,64,0.0001,Train,7,1.824091505,0.292918444,0
SwinV2Model,64,0.0001,Validation,7,1.830747178,0.326633155,0
SwinV2Model,64,0.0001,Train,8,1.812113376,0.307939917,0
SwinV2Model,64,0.0001,Validation,8,1.828712234,0.321608037,0
SwinV2Model,64,0.0001,Train,9,1.819509357,0.290772527,0
SwinV2Model,64,0.0001,Validation,9,1.826177886,0.326633155,0
SwinV2Model,64,0.0001,Train,10,1.813498117,0.298283249,0
SwinV2Model,64,0.0001,Validation,10,1.824050667,0.321608037,0
SwinV2Model,64,0.0001,Train,11,1.811871752,0.306866944,0
SwinV2Model,64,0.0001,Validation,11,1.823859017,0.321608037,0
SwinV2Model,64,0.0001,Train,12,1.811571252,0.306866944,0
SwinV2Model,64,0.0001,Validation,12,1.823643678,0.321608037,0
SwinV2Model,64,0.0001,Train,13,1.80617371,0.300429195,0
SwinV2Model,64,0.0001,Validation,13,1.823427678,0.321608037,0
SwinV2Model,64,0.0001,Train,14,1.801856927,0.329399139,0
SwinV2Model,64,0.0001,Validation,14,1.823206821,0.321608037,0
SwinV2Model,64,0.0001,Train,15,1.811509465,0.315450639,0
SwinV2Model,64,0.0001,Validation,15,1.822997552,0.321608037,0
SwinV2Model,64,0.0001,Train,16,1.814160226,0.30901289,0
SwinV2Model,64,0.0001,Validation,16,1.822980542,0.321608037,0
SwinV2Model,64,0.0001,Train,17,1.821760875,0.288626611,0
SwinV2Model,64,0.0001,Validation,17,1.822959382,0.321608037,0
SwinV2Model,64,0.0001,Train,18,1.79981569,0.304721028,0
SwinV2Model,64,0.0001,Validation,18,1.82294016,0.321608037,0
SwinV2Model,64,0.0001,Train,19,1.815919459,0.303648055,0
SwinV2Model,64,0.0001,Validation,19,1.822921598,0.321608037,0
SwinV2Model,64,0.0001,Train,20,1.802179335,0.320815444,0
SwinV2Model,64,0.0001,Validation,20,1.822898986,0.321608037,0
SwinV2Model,64,0.0001,Train,21,1.815767747,0.299356222,0
SwinV2Model,64,0.0001,Validation,21,1.822897083,0.321608037,0
SwinV2Model,64,0.0001,Train,22,1.81806431,0.300429195,0
SwinV2Model,64,0.0001,Validation,22,1.822895209,0.321608037,0
SwinV2Model,64,0.0001,Train,23,1.802684209,0.316523612,0
SwinV2Model,64,0.0001,Validation,23,1.822893008,0.321608037,0
SwinV2Model,64,0.0001,Train,24,1.809406157,0.304721028,0
SwinV2Model,64,0.0001,Validation,24,1.822890935,0.321608037,0
SwinV2Model,64,0.0001,Train,25,1.807942265,0.288626611,0
SwinV2Model,64,0.0001,Validation,25,1.822888809,0.321608037,0
SwinV2Model,64,0.0001,Train,26,1.799907924,0.324034333,0
SwinV2Model,64,0.0001,Validation,26,1.822888809,0.321608037,1
SwinV2Model,64,0.0001,Train,27,1.817809385,0.300429195,1
SwinV2Model,64,0.0001,Validation,27,1.822888694,0.321608037,0
SwinV2Model,64,0.0001,Train,28,1.811800513,0.300429195,0
SwinV2Model,64,0.0001,Validation,28,1.822888579,0.321608037,0
SwinV2Model,64,0.0001,Train,29,1.802016288,0.311158806,0
SwinV2Model,64,0.0001,Validation,29,1.822888417,0.321608037,0
SwinV2Model,64,0.0001,Train,30,1.811004768,0.2918455,0
SwinV2Model,64,0.0001,Validation,30,1.822888349,0.321608037,0
SwinV2Model,128,0.0001,Train,1,1.990310515,0.142703861,0
SwinV2Model,128,0.0001,Validation,1,1.921583317,0.216080397,0
SwinV2Model,128,0.0001,Train,2,1.941540053,0.194206014,0
SwinV2Model,128,0.0001,Validation,2,1.907059803,0.195979893,0
SwinV2Model,128,0.0001,Train,3,1.927631903,0.189914167,0
SwinV2Model,128,0.0001,Validation,3,1.90158057,0.190954775,0
SwinV2Model,128,0.0001,Train,4,1.909263841,0.201716736,0
SwinV2Model,128,0.0001,Validation,4,1.891891691,0.221105531,0
SwinV2Model,128,0.0001,Train,5,1.896437642,0.232832611,0
SwinV2Model,128,0.0001,Validation,5,1.880389592,0.246231154,0
SwinV2Model,128,0.0001,Train,6,1.871904285,0.241416305,0
SwinV2Model,128,0.0001,Validation,6,1.878678077,0.246231154,0
SwinV2Model,128,0.0001,Train,7,1.87700666,0.238197431,0
SwinV2Model,128,0.0001,Validation,7,1.876487369,0.251256287,0
SwinV2Model,128,0.0001,Train,8,1.878029976,0.239270389,0
SwinV2Model,128,0.0001,Validation,8,1.874397537,0.246231154,0
SwinV2Model,128,0.0001,Train,9,1.869089903,0.251072973,0
SwinV2Model,128,0.0001,Validation,9,1.872701118,0.246231154,0
SwinV2Model,128,0.0001,Train,10,1.871031665,0.246781111,0
SwinV2Model,128,0.0001,Validation,10,1.870431395,0.246231154,0
SwinV2Model,128,0.0001,Train,11,1.870642979,0.243562236,0
SwinV2Model,128,0.0001,Validation,11,1.870240812,0.246231154,0
SwinV2Model,128,0.0001,Train,12,1.874371665,0.230686694,0
SwinV2Model,128,0.0001,Validation,12,1.870051851,0.246231154,0
SwinV2Model,128,0.0001,Train,13,1.879023433,0.233905584,0
SwinV2Model,128,0.0001,Validation,13,1.869861702,0.246231154,0
SwinV2Model,128,0.0001,Train,14,1.879444826,0.240343347,0
SwinV2Model,128,0.0001,Validation,14,1.869716789,0.246231154,0
SwinV2Model,128,0.0001,Train,15,1.875435696,0.260729611,0
SwinV2Model,128,0.0001,Validation,15,1.869526788,0.246231154,0
SwinV2Model,128,0.0001,Train,16,1.869007807,0.2360515,0
SwinV2Model,128,0.0001,Validation,16,1.869503979,0.246231154,0
SwinV2Model,128,0.0001,Train,17,1.869722024,0.252145916,0
SwinV2Model,128,0.0001,Validation,17,1.869484915,0.246231154,0
SwinV2Model,128,0.0001,Train,18,1.875361031,0.231759652,0
SwinV2Model,128,0.0001,Validation,18,1.869463349,0.246231154,0
SwinV2Model,128,0.0001,Train,19,1.875884862,0.245708153,0
SwinV2Model,128,0.0001,Validation,19,1.869441425,0.246231154,0
SwinV2Model,128,0.0001,Train,20,1.87326718,0.247854084,0
SwinV2Model,128,0.0001,Validation,20,1.869420557,0.246231154,0
SwinV2Model,128,0.0001,Train,21,1.873571011,0.240343347,0
SwinV2Model,128,0.0001,Validation,21,1.869418676,0.246231154,0
SwinV2Model,128,0.0001,Train,22,1.870213709,0.253218889,0
SwinV2Model,128,0.0001,Validation,22,1.869417041,0.246231154,0
SwinV2Model,128,0.0001,Train,23,1.88431928,0.255364805,0
SwinV2Model,128,0.0001,Validation,23,1.869415355,0.246231154,0
SwinV2Model,128,0.0001,Train,24,1.869411025,0.242489263,0
SwinV2Model,128,0.0001,Validation,24,1.869413039,0.246231154,0
SwinV2Model,128,0.0001,Train,25,1.872297342,0.226394847,0
SwinV2Model,128,0.0001,Validation,25,1.869410545,0.246231154,0
SwinV2Model,128,0.0001,Train,26,1.871405596,0.231759652,0
SwinV2Model,128,0.0001,Validation,26,1.86941046,0.246231154,0
SwinV2Model,128,0.0001,Train,27,1.87206086,0.219957083,0
SwinV2Model,128,0.0001,Validation,27,1.86941046,0.246231154,1
SwinV2Model,128,0.0001,Train,28,1.870842292,0.245708153,1
SwinV2Model,128,0.0001,Validation,28,1.869410375,0.246231154,0
SwinV2Model,128,0.0001,Train,29,1.867487452,0.230686694,0
SwinV2Model,128,0.0001,Validation,29,1.86941046,0.246231154,1
SwinV2Model,128,0.0001,Train,30,1.871308168,0.251072973,1
SwinV2Model,128,0.0001,Validation,30,1.869410298,0.246231154,0
ResNextModel,8,0.05,Train,1,4.288611799,0.288626611,0
ResNextModel,8,0.05,Validation,1,4.777531689,0.34673366,0
ResNextModel,8,0.05,Train,2,3.073711169,0.462446362,0
ResNextModel,8,0.05,Validation,2,5.594095693,0.341708541,1
ResNextModel,8,0.05,Train,3,3.261143507,0.507510722,1
ResNextModel,8,0.05,Validation,3,5.483404283,0.366834164,2
ResNextModel,8,0.05,Train,4,2.720517915,0.579399168,2
ResNextModel,8,0.05,Validation,4,6.321309363,0.351758778,3
ResNextModel,8,0.05,Train,5,2.478918075,0.606223166,3
ResNextModel,8,0.05,Validation,5,5.789868098,0.381909549,4
ResNextModel,8,0.05,Train,6,2.269023736,0.641630888,4
ResNextModel,8,0.05,Validation,6,6.840472554,0.381909549,5
ResNextModel,8,0.05,Train,7,2.860127249,0.60085839,5
ResNextModel,8,0.05,Validation,7,5.509053777,0.452261299,6
ResNextModel,16,0.05,Train,1,4.065010836,0.318669528,0
ResNextModel,16,0.05,Validation,1,3.174389509,0.391959786,0
ResNextModel,16,0.05,Train,2,2.335554102,0.493562222,0
ResNextModel,16,0.05,Validation,2,2.569083576,0.386934668,0
ResNextModel,16,0.05,Train,3,1.645519887,0.61802578,0
ResNextModel,16,0.05,Validation,3,3.351641945,0.376884431,1
ResNextModel,16,0.05,Train,4,1.610229838,0.664163113,1
ResNextModel,16,0.05,Validation,4,4.350488183,0.407035172,2
ResNextModel,16,0.05,Train,5,1.283003728,0.70493561,2
ResNextModel,16,0.05,Validation,5,3.664709974,0.412060291,3
ResNextModel,16,0.05,Train,6,1.217474043,0.727467835,3
ResNextModel,16,0.05,Validation,6,3.623994844,0.386934668,4
ResNextModel,16,0.05,Train,7,1.141145066,0.746781111,4
ResNextModel,16,0.05,Validation,7,3.764705914,0.452261299,5
ResNextModel,16,0.05,Train,8,0.686187885,0.829399168,5
ResNextModel,16,0.05,Validation,8,3.38147105,0.44723618,6
ResNextModel,32,0.05,Train,1,4.523026029,0.2918455,0
ResNextModel,32,0.05,Validation,1,3.305801284,0.27638191,0
ResNextModel,32,0.05,Train,2,1.73298599,0.569742501,0
ResNextModel,32,0.05,Validation,2,2.761024128,0.376884431,0
ResNextModel,32,0.05,Train,3,1.007667889,0.696351945,0
ResNextModel,32,0.05,Validation,3,1.997506115,0.497487426,0
ResNextModel,32,0.05,Train,4,0.757653022,0.766094446,0
ResNextModel,32,0.05,Validation,4,2.387362625,0.437185913,1
ResNextModel,32,0.05,Train,5,0.830548637,0.751072943,1
ResNextModel,32,0.05,Validation,5,2.962291075,0.432160795,2
ResNextModel,32,0.05,Train,6,0.609223997,0.801502168,2
ResNextModel,32,0.05,Validation,6,2.913078953,0.48241204,3
ResNextModel,32,0.05,Train,7,0.580730701,0.829399168,3
ResNextModel,32,0.05,Validation,7,2.73419127,0.44723618,4
ResNextModel,32,0.05,Train,8,0.263064929,0.904506445,4
ResNextModel,32,0.05,Validation,8,2.403486167,0.457286417,5
ResNextModel,32,0.05,Train,9,0.236856743,0.916308999,5
ResNextModel,32,0.05,Validation,9,2.193552934,0.502512574,6
ResNextModel,64,0.05,Train,1,5.019494452,0.265021473,0
ResNextModel,64,0.05,Validation,1,2.702250416,0.34673366,0
ResNextModel,64,0.05,Train,2,1.755860249,0.522532165,0
ResNextModel,64,0.05,Validation,2,2.040161697,0.396984935,0
ResNextModel,64,0.05,Train,3,0.982611262,0.685622334,0
ResNextModel,64,0.05,Validation,3,1.903790753,0.422110558,0
ResNextModel,64,0.05,Train,4,0.514814305,0.817596555,0
ResNextModel,64,0.05,Validation,4,1.59344186,0.477386922,0
ResNextModel,64,0.05,Train,5,0.282497047,0.921673834,0
ResNextModel,64,0.05,Validation,5,1.596901116,0.522613049,1
ResNextModel,64,0.05,Train,6,0.212518716,0.931330442,1
ResNextModel,64,0.05,Validation,6,1.785046591,0.462311566,2
ResNextModel,64,0.05,Train,7,0.147707933,0.973175943,2
ResNextModel,64,0.05,Validation,7,1.668362584,0.492462307,3
ResNextModel,64,0.05,Train,8,0.114752971,0.975321889,3
ResNextModel,64,0.05,Validation,8,1.590307012,0.532663286,0
ResNextModel,64,0.05,Train,9,0.105996228,0.980686665,0
ResNextModel,64,0.05,Validation,9,1.632746986,0.512562811,1
ResNextModel,64,0.05,Train,10,0.1041857,0.982832611,1
ResNextModel,64,0.05,Validation,10,1.589283397,0.522613049,0
ResNextModel,64,0.05,Train,11,0.072605862,0.989270389,0
ResNextModel,64,0.05,Validation,11,1.580438272,0.532663286,0
ResNextModel,64,0.05,Train,12,0.086445605,0.989270389,0
ResNextModel,64,0.05,Validation,12,1.583003223,0.51758796,1
ResNextModel,64,0.05,Train,13,0.092508245,0.979613721,1
ResNextModel,64,0.05,Validation,13,1.570677701,0.512562811,0
ResNextModel,64,0.05,Train,14,0.081638215,0.9860515,0
ResNextModel,64,0.05,Validation,14,1.590693023,0.51758796,1
ResNextModel,64,0.05,Train,15,0.084175837,0.990343332,1
ResNextModel,64,0.05,Validation,15,1.613895226,0.51758796,2
ResNextModel,64,0.05,Train,16,0.080877423,0.990343332,2
ResNextModel,64,0.05,Validation,16,1.593164847,0.522613049,3
ResNextModel,64,0.05,Train,17,0.092612985,0.982832611,3
ResNextModel,64,0.05,Validation,17,1.596074425,0.487437189,4
ResNextModel,64,0.05,Train,18,0.071956389,0.989270389,4
ResNextModel,64,0.05,Validation,18,1.582452431,0.507537663,5
ResNextModel,64,0.05,Train,19,0.065428018,0.993562222,5
ResNextModel,64,0.05,Validation,19,1.587745089,0.512562811,6
ResNextModel,128,0.05,Train,1,7.34717622,0.228540778,0
ResNextModel,128,0.05,Validation,1,5.964918978,0.3115578,0
ResNextModel,128,0.05,Train,2,4.134148841,0.356223166,0
ResNextModel,128,0.05,Validation,2,2.638015927,0.326633155,0
ResNextModel,128,0.05,Train,3,2.141398631,0.533261776,0
ResNextModel,128,0.05,Validation,3,1.900385429,0.422110558,0
ResNextModel,128,0.05,Train,4,0.921877966,0.685622334,0
ResNextModel,128,0.05,Validation,4,2.332284853,0.422110558,1
ResNextModel,128,0.05,Train,5,0.69005201,0.7639485,1
ResNextModel,128,0.05,Validation,5,1.66211098,0.452261299,0
ResNextModel,128,0.05,Train,6,0.383616836,0.861588001,0
ResNextModel,128,0.05,Validation,6,1.757724389,0.44723618,1
ResNextModel,128,0.05,Train,7,0.267828111,0.918454945,1
ResNextModel,128,0.05,Validation,7,1.610538035,0.527638197,0
ResNextModel,128,0.05,Train,8,0.203007681,0.946351945,0
ResNextModel,128,0.05,Validation,8,1.520072431,0.512562811,0
ResNextModel,128,0.05,Train,9,0.152847799,0.96888411,0
ResNextModel,128,0.05,Validation,9,1.490612169,0.492462307,0
ResNextModel,128,0.05,Train,10,0.148660372,0.962446332,0
ResNextModel,128,0.05,Validation,10,1.526487326,0.462311566,1
ResNextModel,128,0.05,Train,11,0.159158592,0.967811167,1
ResNextModel,128,0.05,Validation,11,1.494558061,0.48241204,2
ResNextModel,128,0.05,Train,12,0.139258455,0.976394832,2
ResNextModel,128,0.05,Validation,12,1.481818807,0.512562811,0
ResNextModel,128,0.05,Train,13,0.141080913,0.971030056,0
ResNextModel,128,0.05,Validation,13,1.48757743,0.48241204,1
ResNextModel,128,0.05,Train,14,0.136162622,0.978540778,1
ResNextModel,128,0.05,Validation,14,1.489850461,0.477386922,2
ResNextModel,128,0.05,Train,15,0.118679847,0.987124443,2
ResNextModel,128,0.05,Validation,15,1.492543599,0.477386922,3
ResNextModel,128,0.05,Train,16,0.120310029,0.979613721,3
ResNextModel,128,0.05,Validation,16,1.47681539,0.48241204,0
ResNextModel,128,0.05,Train,17,0.121055882,0.987124443,0
ResNextModel,128,0.05,Validation,17,1.48571823,0.487437189,1
ResNextModel,128,0.05,Train,18,0.133300852,0.982832611,1
ResNextModel,128,0.05,Validation,18,1.483711523,0.487437189,2
ResNextModel,128,0.05,Train,19,0.116827417,0.987124443,2
ResNextModel,128,0.05,Validation,19,1.464251651,0.512562811,0
ResNextModel,128,0.05,Train,20,0.109973663,0.993562222,0
ResNextModel,128,0.05,Validation,20,1.46115589,0.487437189,0
ResNextModel,128,0.05,Train,21,0.125449623,0.979613721,0
ResNextModel,128,0.05,Validation,21,1.471841004,0.48241204,1
ResNextModel,128,0.05,Train,22,0.124126921,0.984978557,1
ResNextModel,128,0.05,Validation,22,1.457769342,0.48241204,0
ResNextModel,128,0.05,Train,23,0.118000103,0.983905554,0
ResNextModel,128,0.05,Validation,23,1.456210937,0.492462307,0
ResNextModel,128,0.05,Train,24,0.113524332,0.991416335,0
ResNextModel,128,0.05,Validation,24,1.463533326,0.497487426,1
ResNextModel,128,0.05,Train,25,0.122666174,0.983905554,1
ResNextModel,128,0.05,Validation,25,1.462351047,0.477386922,2
ResNextModel,128,0.05,Train,26,0.115916613,0.989270389,2
ResNextModel,128,0.05,Validation,26,1.454756382,0.48241204,0
ResNextModel,128,0.05,Train,27,0.125283099,0.983905554,0
ResNextModel,128,0.05,Validation,27,1.464822501,0.497487426,1
ResNextModel,128,0.05,Train,28,0.122688059,0.984978557,1
ResNextModel,128,0.05,Validation,28,1.463601289,0.48241204,2
ResNextModel,128,0.05,Train,29,0.12148511,0.9860515,2
ResNextModel,128,0.05,Validation,29,1.462607384,0.48241204,3
ResNextModel,128,0.05,Train,30,0.11324142,0.991416335,3
ResNextModel,128,0.05,Validation,30,1.474220456,0.487437189,4
ResNextModel,8,0.01,Train,1,2.013535695,0.317596555,0
ResNextModel,8,0.01,Validation,1,2.350409265,0.291457295,0
ResNextModel,8,0.01,Train,2,1.322181199,0.512875557,0
ResNextModel,8,0.01,Validation,2,1.67286761,0.452261299,0
ResNextModel,8,0.01,Train,3,1.1903682,0.570815444,0
ResNextModel,8,0.01,Validation,3,1.761077926,0.381909549,1
ResNextModel,8,0.01,Train,4,1.048645727,0.613733888,1
ResNextModel,8,0.01,Validation,4,1.941059099,0.422110558,2
ResNextModel,8,0.01,Train,5,0.939663918,0.658798277,2
ResNextModel,8,0.01,Validation,5,1.946502584,0.422110558,3
ResNextModel,8,0.01,Train,6,0.900237546,0.657725334,3
ResNextModel,8,0.01,Validation,6,2.163014571,0.497487426,4
ResNextModel,8,0.01,Train,7,0.868389143,0.702789724,4
ResNextModel,8,0.01,Validation,7,1.893491749,0.502512574,5
ResNextModel,8,0.01,Train,8,0.631066513,0.768240333,5
ResNextModel,8,0.01,Validation,8,1.478676293,0.497487426,0
ResNextModel,8,0.01,Train,9,0.578503155,0.79506439,0
ResNextModel,8,0.01,Validation,9,1.901103032,0.497487426,1
ResNextModel,8,0.01,Train,10,0.537265761,0.827253222,1
ResNextModel,8,0.01,Validation,10,1.445506435,0.522613049,0
ResNextModel,8,0.01,Train,11,0.526175159,0.828326166,0
ResNextModel,8,0.01,Validation,11,1.527011689,0.512562811,1
ResNextModel,8,0.01,Train,12,0.525069911,0.811158776,1
ResNextModel,8,0.01,Validation,12,1.658418127,0.522613049,2
ResNextModel,8,0.01,Train,13,0.518215927,0.821888387,2
ResNextModel,8,0.01,Validation,13,1.498689852,0.502512574,3
ResNextModel,8,0.01,Train,14,0.508035832,0.82296139,3
ResNextModel,8,0.01,Validation,14,1.575041816,0.502512574,4
ResNextModel,8,0.01,Train,15,0.479195659,0.843347609,4
ResNextModel,8,0.01,Validation,15,1.737007749,0.51758796,5
ResNextModel,8,0.01,Train,16,0.498043821,0.82296139,5
ResNextModel,8,0.01,Validation,16,1.555938655,0.472361803,6
ResNextModel,16,0.01,Train,1,1.866424021,0.305794001,0
ResNextModel,16,0.01,Validation,1,1.68020546,0.351758778,0
ResNextModel,16,0.01,Train,2,1.138263856,0.570815444,0
ResNextModel,16,0.01,Validation,2,1.457165523,0.457286417,0
ResNextModel,16,0.01,Train,3,0.938715661,0.662017167,0
ResNextModel,16,0.01,Validation,3,1.566039882,0.48241204,1
ResNextModel,16,0.01,Train,4,0.725364986,0.75,1
ResNextModel,16,0.01,Validation,4,1.454194454,0.472361803,0
ResNextModel,16,0.01,Train,5,0.638642616,0.761802554,0
ResNextModel,16,0.01,Validation,5,1.574714537,0.477386922,1
ResNextModel,16,0.01,Train,6,0.570655456,0.806866944,1
ResNextModel,16,0.01,Validation,6,1.581767341,0.44723618,2
ResNextModel,16,0.01,Train,7,0.557902299,0.804721057,2
ResNextModel,16,0.01,Validation,7,1.558655173,0.452261299,3
ResNextModel,16,0.01,Train,8,0.409881296,0.869098723,3
ResNextModel,16,0.01,Validation,8,1.54788636,0.472361803,4
ResNextModel,16,0.01,Train,9,0.369190724,0.901287556,4
ResNextModel,16,0.01,Validation,9,1.525415523,0.48241204,5
ResNextModel,16,0.01,Train,10,0.359470369,0.921673834,5
ResNextModel,16,0.01,Validation,10,1.456627376,0.492462307,6
ResNextModel,32,0.01,Train,1,1.801113303,0.335836917,0
ResNextModel,32,0.01,Validation,1,1.65367273,0.386934668,0
ResNextModel,32,0.01,Train,2,1.090896904,0.630901277,0
ResNextModel,32,0.01,Validation,2,1.415917881,0.44723618,0
ResNextModel,32,0.01,Train,3,0.861316132,0.689914167,0
ResNextModel,32,0.01,Validation,3,1.440463521,0.432160795,1
ResNextModel,32,0.01,Train,4,0.638985539,0.798283279,1
ResNextModel,32,0.01,Validation,4,1.363183496,0.512562811,0
ResNextModel,32,0.01,Train,5,0.680698498,0.772532165,0
ResNextModel,32,0.01,Validation,5,1.440926605,0.452261299,1
ResNextModel,32,0.01,Train,6,0.560600735,0.825107276,1
ResNextModel,32,0.01,Validation,6,1.406577991,0.44723618,2
ResNextModel,32,0.01,Train,7,0.405828763,0.89592272,2
ResNextModel,32,0.01,Validation,7,1.385593059,0.467336684,3
ResNextModel,32,0.01,Train,8,0.322544306,0.939914167,3
ResNextModel,32,0.01,Validation,8,1.418065192,0.477386922,4
ResNextModel,32,0.01,Train,9,0.312431231,0.94098711,4
ResNextModel,32,0.01,Validation,9,1.314503392,0.492462307,0
ResNextModel,32,0.01,Train,10,0.318169061,0.934549332,0
ResNextModel,32,0.01,Validation,10,1.333516677,0.477386922,1
ResNextModel,32,0.01,Train,11,0.292626537,0.945278943,1
ResNextModel,32,0.01,Validation,11,1.295391935,0.502512574,0
