Model Name,Batch Size,Learning Rate,Phase,Epoch,Loss,Accuracy,Patience Count
efficientnet_b0_model,128,0.0001,Validation,1,1.910526667,0.221105531,0
efficientnet_b0_model,128,0.0001,Train,2,1.718897486,0.444205999,0
efficientnet_b0_model,128,0.0001,Validation,2,1.814254858,0.301507533,0
efficientnet_b0_model,128,0.0001,Train,3,1.567953901,0.593347609,0
efficientnet_b0_model,128,0.0001,Validation,3,1.704231006,0.336683422,0
efficientnet_b0_model,128,0.0001,Train,4,1.421397088,0.679184556,0
efficientnet_b0_model,128,0.0001,Validation,4,1.591135745,0.437185913,0
efficientnet_b0_model,128,0.0001,Train,5,1.276191044,0.717811167,0
efficientnet_b0_model,128,0.0001,Validation,5,1.476971537,0.467336684,0
efficientnet_b0_model,128,0.0001,Train,6,1.141359766,0.7639485,0
efficientnet_b0_model,128,0.0001,Validation,6,1.366855148,0.507537663,0
efficientnet_b0_model,128,0.0001,Train,7,1.001462772,0.793991387,0
efficientnet_b0_model,128,0.0001,Validation,7,1.27493059,0.512562811,0
efficientnet_b0_model,128,0.0001,Train,8,0.908761904,0.829399168,0
efficientnet_b0_model,128,0.0001,Validation,8,1.270901331,0.507537663,0
efficientnet_b0_model,128,0.0001,Train,9,0.896020139,0.819742501,0
efficientnet_b0_model,128,0.0001,Validation,9,1.260911513,0.51758796,0
efficientnet_b0_model,128,0.0001,Train,10,0.871226225,0.832617998,0
efficientnet_b0_model,128,0.0001,Validation,10,1.25180155,0.527638197,0
efficientnet_b0_model,128,0.0001,Train,11,0.855776844,0.826180279,0
efficientnet_b0_model,128,0.0001,Validation,11,1.242220403,0.522613049,0
efficientnet_b0_model,128,0.0001,Train,12,0.857165242,0.832617998,0
efficientnet_b0_model,128,0.0001,Validation,12,1.233215962,0.527638197,0
efficientnet_b0_model,128,0.0001,Train,13,0.849115469,0.830472112,0
efficientnet_b0_model,128,0.0001,Validation,13,1.228595319,0.532663286,0
efficientnet_b0_model,128,0.0001,Train,14,0.855711995,0.832617998,0
efficientnet_b0_model,128,0.0001,Validation,14,1.219320626,0.527638197,0
efficientnet_b0_model,128,0.0001,Train,15,0.806245476,0.85085839,0
efficientnet_b0_model,128,0.0001,Validation,15,1.220268369,0.537688434,1
efficientnet_b0_model,128,0.0001,Train,16,0.808633878,0.859442055,1
efficientnet_b0_model,128,0.0001,Validation,16,1.220924339,0.532663286,2
efficientnet_b0_model,128,0.0001,Train,17,0.815233547,0.85085839,2
efficientnet_b0_model,128,0.0001,Validation,17,1.217920033,0.55276382,0
efficientnet_b0_model,128,0.0001,Train,18,0.815774433,0.85407728,0
efficientnet_b0_model,128,0.0001,Validation,18,1.216741934,0.532663286,0
efficientnet_b0_model,128,0.0001,Train,19,0.818122553,0.848712444,0
efficientnet_b0_model,128,0.0001,Validation,19,1.214265291,0.532663286,0
efficientnet_b0_model,128,0.0001,Train,20,0.808996581,0.837982833,0
efficientnet_b0_model,128,0.0001,Validation,20,1.215971105,0.522613049,1
efficientnet_b0_model,128,0.0001,Train,21,0.803988032,0.85085839,1
efficientnet_b0_model,128,0.0001,Validation,21,1.216665715,0.527638197,2
efficientnet_b0_model,128,0.0001,Train,22,0.803545452,0.858369112,2
efficientnet_b0_model,128,0.0001,Validation,22,1.214863682,0.527638197,3
efficientnet_b0_model,128,0.0001,Train,23,0.801300139,0.85407728,3
efficientnet_b0_model,128,0.0001,Validation,23,1.213630964,0.522613049,0
efficientnet_b0_model,128,0.0001,Train,24,0.800863251,0.847639501,0
efficientnet_b0_model,128,0.0001,Validation,24,1.211143092,0.522613049,0
efficientnet_b0_model,128,0.0001,Train,25,0.803939733,0.845493555,0
efficientnet_b0_model,128,0.0001,Validation,25,1.215651709,0.51758796,1
efficientnet_b0_model,128,0.0001,Train,26,0.822698621,0.851931334,1
efficientnet_b0_model,128,0.0001,Validation,26,1.217209132,0.527638197,2
efficientnet_b0_model,128,0.0001,Train,27,0.798823943,0.858369112,2
efficientnet_b0_model,128,0.0001,Validation,27,1.215458404,0.522613049,3
efficientnet_b0_model,128,0.0001,Train,28,0.800978607,0.855150223,3
efficientnet_b0_model,128,0.0001,Validation,28,1.210886348,0.532663286,0
efficientnet_b0_model,128,0.0001,Train,29,0.805472152,0.847639501,0
efficientnet_b0_model,128,0.0001,Validation,29,1.209893327,0.522613049,0
efficientnet_b0_model,128,0.0001,Train,30,0.800170438,0.85085839,0
efficientnet_b0_model,128,0.0001,Validation,30,1.213671471,0.512562811,1
efficientnet_b1_model,8,0.05,Train,1,3.428226912,0.134120166,0
efficientnet_b1_model,8,0.05,Validation,1,2.01487955,0.17085427,0
efficientnet_b1_model,8,0.05,Train,2,2.123086128,0.164163083,0
efficientnet_b1_model,8,0.05,Validation,2,2.123326859,0.1557789,1
efficientnet_b1_model,8,0.05,Train,3,2.058602648,0.177038625,1
efficientnet_b1_model,8,0.05,Validation,3,2.824661826,0.195979893,2
efficientnet_b1_model,8,0.05,Train,4,2.11911949,0.2081545,2
efficientnet_b1_model,8,0.05,Validation,4,3.288995333,0.105527639,3
efficientnet_b1_model,8,0.05,Train,5,2.230198269,0.13197425,3
efficientnet_b1_model,8,0.05,Validation,5,2.169387112,0.1557789,4
efficientnet_b1_model,8,0.05,Train,6,2.139693077,0.152360514,4
efficientnet_b1_model,8,0.05,Validation,6,2.080364197,0.201005027,5
efficientnet_b1_model,8,0.05,Train,7,2.14146137,0.179184556,5
efficientnet_b1_model,8,0.05,Validation,7,2.95296498,0.195979893,6
efficientnet_b1_model,16,0.05,Train,1,3.782658378,0.158798277,0
efficientnet_b1_model,16,0.05,Validation,1,2.552375088,0.140703514,0
efficientnet_b1_model,16,0.05,Train,2,2.183925245,0.165236056,0
efficientnet_b1_model,16,0.05,Validation,2,2.03114848,0.12060301,0
efficientnet_b1_model,16,0.05,Train,3,2.004925605,0.164163083,0
efficientnet_b1_model,16,0.05,Validation,3,1.923989549,0.160804018,0
efficientnet_b1_model,16,0.05,Train,4,1.959907193,0.209227473,0
efficientnet_b1_model,16,0.05,Validation,4,1.844849942,0.190954775,0
efficientnet_b1_model,16,0.05,Train,5,1.961246691,0.201716736,0
efficientnet_b1_model,16,0.05,Validation,5,2.041420344,0.201005027,1
efficientnet_b1_model,16,0.05,Train,6,1.918681753,0.210300431,1
efficientnet_b1_model,16,0.05,Validation,6,1.881465468,0.195979893,2
efficientnet_b1_model,16,0.05,Train,7,1.881555613,0.224248931,2
efficientnet_b1_model,16,0.05,Validation,7,1.876375121,0.211055279,3
efficientnet_b1_model,16,0.05,Train,8,1.792903777,0.253218889,3
efficientnet_b1_model,16,0.05,Validation,8,1.760657863,0.201005027,0
efficientnet_b1_model,16,0.05,Train,9,1.756460251,0.244635195,0
efficientnet_b1_model,16,0.05,Validation,9,1.747289134,0.24120602,0
efficientnet_b1_model,16,0.05,Train,10,1.745203923,0.256437778,0
efficientnet_b1_model,16,0.05,Validation,10,1.744574525,0.256281406,0
efficientnet_b1_model,16,0.05,Train,11,1.718044612,0.280042917,0
efficientnet_b1_model,16,0.05,Validation,11,1.741334722,0.231155783,0
efficientnet_b1_model,16,0.05,Train,12,1.697644914,0.269313306,0
efficientnet_b1_model,16,0.05,Validation,12,1.725173479,0.226130649,0
efficientnet_b1_model,16,0.05,Train,13,1.721481185,0.272532195,0
efficientnet_b1_model,16,0.05,Validation,13,1.727959783,0.221105531,1
efficientnet_b1_model,16,0.05,Train,14,1.699964345,0.260729611,1
efficientnet_b1_model,16,0.05,Validation,14,1.683739515,0.301507533,0
efficientnet_b1_model,16,0.05,Train,15,1.68749193,0.307939917,0
efficientnet_b1_model,16,0.05,Validation,15,1.67254137,0.306532651,0
efficientnet_b1_model,16,0.05,Train,16,1.631059506,0.319742501,0
efficientnet_b1_model,16,0.05,Validation,16,1.656688019,0.316582918,0
efficientnet_b1_model,16,0.05,Train,17,1.652704681,0.30901289,0
efficientnet_b1_model,16,0.05,Validation,17,1.670344998,0.326633155,1
efficientnet_b1_model,16,0.05,Train,18,1.647221831,0.313304722,1
efficientnet_b1_model,16,0.05,Validation,18,1.655119547,0.281407028,0
efficientnet_b1_model,16,0.05,Train,19,1.663272524,0.302575111,0
efficientnet_b1_model,16,0.05,Validation,19,1.657653398,0.271356791,1
efficientnet_b1_model,16,0.05,Train,20,1.639638211,0.306866944,1
efficientnet_b1_model,16,0.05,Validation,20,1.664626609,0.281407028,2
efficientnet_b1_model,16,0.05,Train,21,1.65338378,0.306866944,2
efficientnet_b1_model,16,0.05,Validation,21,1.647930836,0.281407028,0
efficientnet_b1_model,16,0.05,Train,22,1.626802165,0.319742501,0
efficientnet_b1_model,16,0.05,Validation,22,1.667484646,0.27638191,1
efficientnet_b1_model,16,0.05,Train,23,1.641501578,0.311158806,1
efficientnet_b1_model,16,0.05,Validation,23,1.652655522,0.296482414,2
efficientnet_b1_model,16,0.05,Train,24,1.630001688,0.305794001,2
efficientnet_b1_model,16,0.05,Validation,24,1.646782406,0.321608037,0
efficientnet_b1_model,16,0.05,Train,25,1.615064403,0.32296136,0
efficientnet_b1_model,16,0.05,Validation,25,1.646962251,0.286432147,1
efficientnet_b1_model,16,0.05,Train,26,1.645505451,0.316523612,1
efficientnet_b1_model,16,0.05,Validation,26,1.651902982,0.266331643,2
efficientnet_b1_model,16,0.05,Train,27,1.616986282,0.326180249,2
efficientnet_b1_model,16,0.05,Validation,27,1.679498014,0.296482414,3
efficientnet_b1_model,16,0.05,Train,28,1.619253646,0.319742501,3
efficientnet_b1_model,16,0.05,Validation,28,1.658073582,0.296482414,4
efficientnet_b1_model,16,0.05,Train,29,1.636486982,0.313304722,4
efficientnet_b1_model,16,0.05,Validation,29,1.672131217,0.291457295,5
efficientnet_b1_model,16,0.05,Train,30,1.629768876,0.30901289,5
efficientnet_b1_model,16,0.05,Validation,30,1.66031119,0.296482414,6
efficientnet_b1_model,32,0.05,Train,1,4.85555242,0.139484972,0
efficientnet_b1_model,32,0.05,Validation,1,4893.872583,0.105527639,1
efficientnet_b1_model,32,0.05,Train,2,2.22592915,0.171673819,1
efficientnet_b1_model,32,0.05,Validation,2,2.153747796,0.125628144,0
efficientnet_b1_model,32,0.05,Train,3,2.02710185,0.173819736,0
efficientnet_b1_model,32,0.05,Validation,3,1.861966379,0.256281406,0
efficientnet_b1_model,32,0.05,Train,4,1.928471877,0.215665236,0
efficientnet_b1_model,32,0.05,Validation,4,1.866040072,0.251256287,1
efficientnet_b1_model,32,0.05,Train,5,1.88269518,0.245708153,1
efficientnet_b1_model,32,0.05,Validation,5,1.848378113,0.24120602,0
efficientnet_b1_model,32,0.05,Train,6,1.813985443,0.256437778,0
efficientnet_b1_model,32,0.05,Validation,6,1.897418767,0.211055279,1
efficientnet_b1_model,32,0.05,Train,7,1.811957998,0.289699584,1
efficientnet_b1_model,32,0.05,Validation,7,1.701860416,0.316582918,0
efficientnet_b1_model,32,0.05,Train,8,1.670353625,0.280042917,0
efficientnet_b1_model,32,0.05,Validation,8,1.667665763,0.251256287,0
efficientnet_b1_model,32,0.05,Train,9,1.602596814,0.326180249,0
efficientnet_b1_model,32,0.05,Validation,9,1.635888949,0.281407028,0
efficientnet_b1_model,32,0.05,Train,10,1.603392473,0.335836917,0
efficientnet_b1_model,32,0.05,Validation,10,1.657934204,0.27638191,1
efficientnet_b1_model,32,0.05,Train,11,1.563353015,0.349785417,1
efficientnet_b1_model,32,0.05,Validation,11,1.638619392,0.291457295,2
efficientnet_b1_model,32,0.05,Train,12,1.558930962,0.348712444,2
efficientnet_b1_model,32,0.05,Validation,12,1.636065163,0.27638191,3
efficientnet_b1_model,32,0.05,Train,13,1.54912567,0.334763944,3
efficientnet_b1_model,32,0.05,Validation,13,1.67620564,0.301507533,4
efficientnet_b1_model,32,0.05,Train,14,1.492472159,0.36802575,4
efficientnet_b1_model,32,0.05,Validation,14,1.540224618,0.3115578,0
efficientnet_b1_model,32,0.05,Train,15,1.496340816,0.361587971,0
efficientnet_b1_model,32,0.05,Validation,15,1.523772359,0.296482414,0
efficientnet_b1_model,32,0.05,Train,16,1.488978994,0.386266083,0
efficientnet_b1_model,32,0.05,Validation,16,1.521749006,0.286432147,0
efficientnet_b1_model,32,0.05,Train,17,1.491389044,0.363733917,0
efficientnet_b1_model,32,0.05,Validation,17,1.532749964,0.296482414,1
efficientnet_b1_model,32,0.05,Train,18,1.469777046,0.36802575,1
efficientnet_b1_model,32,0.05,Validation,18,1.530258856,0.3115578,2
efficientnet_b1_model,32,0.05,Train,19,1.47394642,0.361587971,2
efficientnet_b1_model,32,0.05,Validation,19,1.530984668,0.301507533,3
efficientnet_b1_model,32,0.05,Train,20,1.475260813,0.376609445,3
efficientnet_b1_model,32,0.05,Validation,20,1.546115541,0.3115578,4
efficientnet_b1_model,32,0.05,Train,21,1.45313887,0.379828334,4
efficientnet_b1_model,32,0.05,Validation,21,1.533029356,0.281407028,5
efficientnet_b1_model,32,0.05,Train,22,1.440704119,0.372317582,5
efficientnet_b1_model,32,0.05,Validation,22,1.54446396,0.281407028,6
efficientnet_b1_model,64,0.05,Train,1,5.200598067,0.153433472,0
efficientnet_b1_model,64,0.05,Validation,1,9689423.487,0.105527639,1
efficientnet_b1_model,64,0.05,Train,2,2.666175774,0.15987125,1
efficientnet_b1_model,64,0.05,Validation,2,38388.58694,0.12060301,2
efficientnet_b1_model,64,0.05,Train,3,2.440426031,0.141630903,2
efficientnet_b1_model,64,0.05,Validation,3,146.2003789,0.110552765,0
efficientnet_b1_model,64,0.05,Train,4,2.115672352,0.153433472,0
efficientnet_b1_model,64,0.05,Validation,4,2.389670475,0.125628144,0
efficientnet_b1_model,64,0.05,Train,5,2.04483067,0.171673819,0
efficientnet_b1_model,64,0.05,Validation,5,2.441008974,0.1557789,1
efficientnet_b1_model,64,0.05,Train,6,1.931734148,0.227467805,1
efficientnet_b1_model,64,0.05,Validation,6,2.30308833,0.150753766,0
efficientnet_b1_model,64,0.05,Train,7,2.021259421,0.193133041,0
efficientnet_b1_model,64,0.05,Validation,7,2.109891637,0.175879389,0
efficientnet_b1_model,64,0.05,Train,8,1.860325803,0.232832611,0
efficientnet_b1_model,64,0.05,Validation,8,1.870126845,0.180904523,0
efficientnet_b1_model,64,0.05,Train,9,1.784111042,0.267167389,0
efficientnet_b1_model,64,0.05,Validation,9,1.813410672,0.236180902,0
efficientnet_b1_model,64,0.05,Train,10,1.772881724,0.269313306,0
efficientnet_b1_model,64,0.05,Validation,10,1.795461398,0.190954775,0
efficientnet_b1_model,64,0.05,Train,11,1.759189722,0.256437778,0
efficientnet_b1_model,64,0.05,Validation,11,1.792634601,0.221105531,0
efficientnet_b1_model,64,0.05,Train,12,1.778675332,0.253218889,0
efficientnet_b1_model,64,0.05,Validation,12,1.794975623,0.195979893,1
efficientnet_b1_model,64,0.05,Train,13,1.736687557,0.277897,1
efficientnet_b1_model,64,0.05,Validation,13,1.751595252,0.185929641,0
efficientnet_b1_model,64,0.05,Train,14,1.703657467,0.278969944,0
efficientnet_b1_model,64,0.05,Validation,14,1.768180743,0.180904523,1
efficientnet_b1_model,64,0.05,Train,15,1.713936013,0.278969944,1
efficientnet_b1_model,64,0.05,Validation,15,1.754458661,0.190954775,2
efficientnet_b1_model,64,0.05,Train,16,1.709616305,0.286480695,2
efficientnet_b1_model,64,0.05,Validation,16,1.751590888,0.190954775,0
efficientnet_b1_model,64,0.05,Train,17,1.682617244,0.293991417,0
efficientnet_b1_model,64,0.05,Validation,17,1.749889627,0.211055279,0
efficientnet_b1_model,64,0.05,Train,18,1.711831075,0.297210306,0
efficientnet_b1_model,64,0.05,Validation,18,1.752220147,0.195979893,1
efficientnet_b1_model,64,0.05,Train,19,1.652745506,0.324034333,1
efficientnet_b1_model,64,0.05,Validation,19,1.753789854,0.216080397,2
efficientnet_b1_model,64,0.05,Train,20,1.726290018,0.283261806,2
efficientnet_b1_model,64,0.05,Validation,20,1.752291179,0.190954775,3
efficientnet_b1_model,64,0.05,Train,21,1.668105594,0.2918455,3
efficientnet_b1_model,64,0.05,Validation,21,1.750479789,0.216080397,4
efficientnet_b1_model,64,0.05,Train,22,1.682111692,0.289699584,4
efficientnet_b1_model,64,0.05,Validation,22,1.748790562,0.190954775,0
efficientnet_b1_model,64,0.05,Train,23,1.676407475,0.311158806,0
efficientnet_b1_model,64,0.05,Validation,23,1.747314403,0.201005027,0
efficientnet_b1_model,64,0.05,Train,24,1.645744404,0.317596555,0
efficientnet_b1_model,64,0.05,Validation,24,1.745679252,0.226130649,0
efficientnet_b1_model,64,0.05,Train,25,1.670963758,0.305794001,0
efficientnet_b1_model,64,0.05,Validation,25,1.742928119,0.201005027,0
efficientnet_b1_model,64,0.05,Train,26,1.669350006,0.307939917,0
efficientnet_b1_model,64,0.05,Validation,26,1.744857581,0.211055279,1
efficientnet_b1_model,64,0.05,Train,27,1.668541471,0.29506439,1
efficientnet_b1_model,64,0.05,Validation,27,1.747132114,0.211055279,2
efficientnet_b1_model,64,0.05,Train,28,1.675468414,0.303648055,2
efficientnet_b1_model,64,0.05,Validation,28,1.742670225,0.206030145,0
efficientnet_b1_model,64,0.05,Train,29,1.652482347,0.298283249,0
efficientnet_b1_model,64,0.05,Validation,29,1.747764973,0.201005027,1
efficientnet_b1_model,64,0.05,Train,30,1.689194432,0.292918444,1
efficientnet_b1_model,64,0.05,Validation,30,1.747400622,0.211055279,2
efficientnet_b1_model,8,0.01,Train,1,2.340660937,0.172746778,0
efficientnet_b1_model,8,0.01,Validation,1,2.585217161,0.1557789,0
efficientnet_b1_model,8,0.01,Train,2,1.990373751,0.194206014,0
efficientnet_b1_model,8,0.01,Validation,2,2.713854189,0.145728648,1
efficientnet_b1_model,8,0.01,Train,3,1.943860756,0.195278972,1
efficientnet_b1_model,8,0.01,Validation,3,1.887403491,0.211055279,0
efficientnet_b1_model,8,0.01,Train,4,1.866430556,0.239270389,0
efficientnet_b1_model,8,0.01,Validation,4,1.949278631,0.216080397,1
efficientnet_b1_model,8,0.01,Train,5,1.863609494,0.237124458,1
efficientnet_b1_model,8,0.01,Validation,5,1.993675003,0.175879389,2
efficientnet_b1_model,8,0.01,Train,6,1.822241405,0.241416305,2
efficientnet_b1_model,8,0.01,Validation,6,2.029622174,0.211055279,3
efficientnet_b1_model,8,0.01,Train,7,1.801412254,0.252145916,3
efficientnet_b1_model,8,0.01,Validation,7,2.002361564,0.211055279,4
efficientnet_b1_model,8,0.01,Train,8,1.633933715,0.32296136,4
efficientnet_b1_model,8,0.01,Validation,8,1.759682861,0.301507533,0
efficientnet_b1_model,8,0.01,Train,9,1.573216249,0.334763944,0
efficientnet_b1_model,8,0.01,Validation,9,1.655386323,0.261306524,0
efficientnet_b1_model,8,0.01,Train,10,1.547299609,0.35407725,0
efficientnet_b1_model,8,0.01,Validation,10,1.611779756,0.306532651,0
efficientnet_b1_model,8,0.01,Train,11,1.524177954,0.343347639,0
efficientnet_b1_model,8,0.01,Validation,11,1.61671987,0.306532651,1
efficientnet_b1_model,8,0.01,Train,12,1.493519422,0.366952777,1
efficientnet_b1_model,8,0.01,Validation,12,1.583676135,0.341708541,0
efficientnet_b1_model,8,0.01,Train,13,1.434960158,0.396995693,0
efficientnet_b1_model,8,0.01,Validation,13,1.589203146,0.301507533,1
efficientnet_b1_model,8,0.01,Train,14,1.407140705,0.404506445,1
efficientnet_b1_model,8,0.01,Validation,14,1.570222977,0.371859282,0
efficientnet_b1_model,8,0.01,Train,15,1.310276044,0.444205999,0
efficientnet_b1_model,8,0.01,Validation,15,1.54073042,0.412060291,0
efficientnet_b1_model,8,0.01,Train,16,1.293583972,0.442060083,0
efficientnet_b1_model,8,0.01,Validation,16,1.503511133,0.391959786,0
efficientnet_b1_model,8,0.01,Train,17,1.310340379,0.433476388,0
efficientnet_b1_model,8,0.01,Validation,17,1.533334418,0.381909549,1
efficientnet_b1_model,8,0.01,Train,18,1.283115864,0.462446362,1
efficientnet_b1_model,8,0.01,Validation,18,1.479793951,0.412060291,0
efficientnet_b1_model,8,0.01,Train,19,1.22543295,0.481759667,0
efficientnet_b1_model,8,0.01,Validation,19,1.503547903,0.402010053,1
efficientnet_b1_model,8,0.01,Train,20,1.273834612,0.472103,1
efficientnet_b1_model,8,0.01,Validation,20,1.514965904,0.402010053,2
efficientnet_b1_model,8,0.01,Train,21,1.229577771,0.464592278,2
efficientnet_b1_model,8,0.01,Validation,21,1.511186442,0.402010053,3
efficientnet_b1_model,8,0.01,Train,22,1.219761068,0.490343332,3
efficientnet_b1_model,8,0.01,Validation,22,1.522178818,0.391959786,4
efficientnet_b1_model,8,0.01,Train,23,1.212976374,0.488197416,4
efficientnet_b1_model,8,0.01,Validation,23,1.501321835,0.396984935,5
efficientnet_b1_model,8,0.01,Train,24,1.238947366,0.477467805,5
efficientnet_b1_model,8,0.01,Validation,24,1.519475311,0.391959786,6
efficientnet_b1_model,16,0.01,Train,1,2.118769183,0.218884125,0
efficientnet_b1_model,16,0.01,Validation,1,2.461270057,0.1557789,0
efficientnet_b1_model,16,0.01,Train,2,1.883505866,0.252145916,0
efficientnet_b1_model,16,0.01,Validation,2,2.200826605,0.206030145,0
efficientnet_b1_model,16,0.01,Train,3,1.784485247,0.266094416,0
efficientnet_b1_model,16,0.01,Validation,3,1.97333152,0.236180902,0
efficientnet_b1_model,16,0.01,Train,4,1.743853876,0.307939917,0
efficientnet_b1_model,16,0.01,Validation,4,1.787264435,0.281407028,0
efficientnet_b1_model,16,0.01,Train,5,1.666049787,0.317596555,0
efficientnet_b1_model,16,0.01,Validation,5,1.95160784,0.206030145,1
efficientnet_b1_model,16,0.01,Train,6,1.642493957,0.325107306,1
efficientnet_b1_model,16,0.01,Validation,6,1.639031136,0.351758778,0
efficientnet_b1_model,16,0.01,Train,7,1.565576127,0.373390555,0
efficientnet_b1_model,16,0.01,Validation,7,1.948238715,0.27638191,1
efficientnet_b1_model,16,0.01,Train,8,1.504883654,0.384120166,1
efficientnet_b1_model,16,0.01,Validation,8,1.430858036,0.472361803,0
efficientnet_b1_model,16,0.01,Train,9,1.293714468,0.474248916,0
efficientnet_b1_model,16,0.01,Validation,9,1.369953568,0.437185913,0
efficientnet_b1_model,16,0.01,Train,10,1.27322667,0.498927027,0
efficientnet_b1_model,16,0.01,Validation,10,1.335199093,0.437185913,0
efficientnet_b1_model,16,0.01,Train,11,1.246508544,0.475321889,0
efficientnet_b1_model,16,0.01,Validation,11,1.331723389,0.432160795,0
efficientnet_b1_model,16,0.01,Train,12,1.179976373,0.507510722,0
efficientnet_b1_model,16,0.01,Validation,12,1.330941283,0.427135676,0
efficientnet_b1_model,16,0.01,Train,13,1.165519793,0.519313276,0
efficientnet_b1_model,16,0.01,Validation,13,1.341854526,0.44723618,1
efficientnet_b1_model,16,0.01,Train,14,1.129297572,0.527897,1
efficientnet_b1_model,16,0.01,Validation,14,1.337479712,0.442211062,2
efficientnet_b1_model,16,0.01,Train,15,1.033968635,0.579399168,2
efficientnet_b1_model,16,0.01,Validation,15,1.252461688,0.497487426,0
efficientnet_b1_model,16,0.01,Train,16,1.009764783,0.578326166,0
efficientnet_b1_model,16,0.01,Validation,16,1.229995025,0.497487426,0
efficientnet_b1_model,16,0.01,Train,17,0.996320718,0.597639501,0
efficientnet_b1_model,16,0.01,Validation,17,1.235117546,0.497487426,1
efficientnet_b1_model,16,0.01,Train,18,0.99599995,0.590128779,1
efficientnet_b1_model,16,0.01,Validation,18,1.231002958,0.507537663,2
efficientnet_b1_model,16,0.01,Train,19,0.984201677,0.613733888,2
efficientnet_b1_model,16,0.01,Validation,19,1.223983016,0.487437189,0
efficientnet_b1_model,16,0.01,Train,20,0.942872663,0.620171666,0
efficientnet_b1_model,16,0.01,Validation,20,1.236366347,0.51758796,1
efficientnet_b1_model,16,0.01,Train,21,0.956051569,0.615879834,1
efficientnet_b1_model,16,0.01,Validation,21,1.234287271,0.507537663,2
efficientnet_b1_model,16,0.01,Train,22,0.936980667,0.626609445,2
efficientnet_b1_model,16,0.01,Validation,22,1.240523708,0.507537663,3
efficientnet_b1_model,16,0.01,Train,23,0.916904378,0.627682388,3
efficientnet_b1_model,16,0.01,Validation,23,1.233514068,0.507537663,4
efficientnet_b1_model,16,0.01,Train,24,0.943748959,0.612660944,4
efficientnet_b1_model,16,0.01,Validation,24,1.287364899,0.507537663,5
efficientnet_b1_model,16,0.01,Train,25,0.926413284,0.60407728,5
efficientnet_b1_model,16,0.01,Validation,25,1.241800019,0.537688434,6
efficientnet_b1_model,32,0.01,Train,1,2.220042877,0.192060083,0
efficientnet_b1_model,32,0.01,Validation,1,202.106005,0.125628144,0
efficientnet_b1_model,32,0.01,Train,2,1.999138816,0.206008583,0
efficientnet_b1_model,32,0.01,Validation,2,9.025501639,0.175879389,0
efficientnet_b1_model,32,0.01,Train,3,1.826878684,0.268240333,0
efficientnet_b1_model,32,0.01,Validation,3,2.510325598,0.211055279,0
efficientnet_b1_model,32,0.01,Train,4,1.819429824,0.274678111,0
efficientnet_b1_model,32,0.01,Validation,4,2.500196923,0.201005027,0
efficientnet_b1_model,32,0.01,Train,5,1.718758567,0.297210306,0
efficientnet_b1_model,32,0.01,Validation,5,4.425524135,0.301507533,1
efficientnet_b1_model,32,0.01,Train,6,1.594042038,0.324034333,1
efficientnet_b1_model,32,0.01,Validation,6,2.036567094,0.236180902,0
efficientnet_b1_model,32,0.01,Train,7,1.695137433,0.296137333,0
efficientnet_b1_model,32,0.01,Validation,7,1.652406174,0.306532651,0
efficientnet_b1_model,32,0.01,Train,8,1.56645979,0.358369112,0
efficientnet_b1_model,32,0.01,Validation,8,1.605508151,0.326633155,0
efficientnet_b1_model,32,0.01,Train,9,1.487491348,0.379828334,0
efficientnet_b1_model,32,0.01,Validation,9,1.564982016,0.336683422,0
efficientnet_b1_model,32,0.01,Train,10,1.445821095,0.386266083,0
efficientnet_b1_model,32,0.01,Validation,10,1.583489087,0.331658274,1
efficientnet_b1_model,32,0.01,Train,11,1.421076715,0.393776834,1
efficientnet_b1_model,32,0.01,Validation,11,1.490326009,0.371859282,0
efficientnet_b1_model,32,0.01,Train,12,1.387472384,0.423819751,0
efficientnet_b1_model,32,0.01,Validation,12,1.493048875,0.331658274,1
efficientnet_b1_model,32,0.01,Train,13,1.348304374,0.433476388,1
efficientnet_b1_model,32,0.01,Validation,13,1.514592334,0.391959786,2
efficientnet_b1_model,32,0.01,Train,14,1.314553229,0.437768251,2
efficientnet_b1_model,32,0.01,Validation,14,1.60248298,0.361809045,3
efficientnet_b1_model,32,0.01,Train,15,1.276719132,0.4581545,3
efficientnet_b1_model,32,0.01,Validation,15,1.399455212,0.412060291,0
efficientnet_b1_model,32,0.01,Train,16,1.221524055,0.502145946,0
efficientnet_b1_model,32,0.01,Validation,16,1.371156289,0.427135676,0
efficientnet_b1_model,32,0.01,Train,17,1.245625473,0.487124473,0
efficientnet_b1_model,32,0.01,Validation,17,1.366357694,0.437185913,0
efficientnet_b1_model,32,0.01,Train,18,1.213245787,0.493562222,0
efficientnet_b1_model,32,0.01,Validation,18,1.392297564,0.412060291,1
efficientnet_b1_model,32,0.01,Train,19,1.209402687,0.496781111,1
efficientnet_b1_model,32,0.01,Validation,19,1.362908025,0.437185913,0
efficientnet_b1_model,32,0.01,Train,20,1.208803221,0.487124473,0
efficientnet_b1_model,32,0.01,Validation,20,1.387087301,0.432160795,1
efficientnet_b1_model,32,0.01,Train,21,1.207735789,0.528969944,1
efficientnet_b1_model,32,0.01,Validation,21,1.365654421,0.422110558,2
efficientnet_b1_model,32,0.01,Train,22,1.180715216,0.523605168,2
efficientnet_b1_model,32,0.01,Validation,22,1.363048432,0.427135676,3
efficientnet_b1_model,32,0.01,Train,23,1.17341148,0.530042946,3
